City,Source,Title (TR),Title (EN),Category,Area,Description (TR),Description (EN),Price,Rating,Review Count,Image URL
Sintra,OTA,Miradouro de Santa Eufémia,Miradouro de Santa Eufémia,Manzara,Serra de Sintra,"Sintra dağlarının en yüksek noktalarından birinde, 360 derecelik panoramik manzara sunan nefes kesici bir seyir noktası. Açık havalarda Lizbon'dan okyanusa kadar uzanan muhteşem görünüm, bu noktaya yapılan zorlu tırmanışın ödülüdür.",A breathtaking viewpoint offering 360-degree panoramic views from one of the highest points of Sintra mountains. The magnificent view extending from Lisbon to the ocean on clear days is the reward for the challenging climb to this point.,free,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/miradouro-de-santa-eufemia.jpg
Sintra,OTA,Moinho Ibérico,Moinho Ibérico,Yeme-İçme,Sintra,"Sintra'nın merkezinde, İber Yarımadası'nın en iyi şarküteri ürünlerini ve tapaslarını sunan keyifli bir mekan. Kaliteli jambonlar, peynir tabakları ve yerel şaraplar eşliğinde, uzun sohbetler ve paylaşımlı masalar için harika bir atmosfer.","A pleasant venue in the center of Sintra offering the best deli products and tapas of the Iberian Peninsula. A great atmosphere for long conversations and shared tables accompanied by quality hams, cheese platters, and local wines.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/moinho-iberico.jpg
Sintra,OTA,Moinho de Don Quixote,Moinho de Don Quixote,Yeme-İçme,Colares,"Peninha tepesinin yakınında, muhteşem vadi ve okyanus manzarasına sahip eksantrik bir bar ve restoran. Don Kişot temasıyla dekore edilmiş bu ilginç mekan, gün batımında bir içki eşliğinde manzaranın tadını çıkarmak için mükemmel bir durak.",An eccentric bar and restaurant near Peninha hill with magnificent valley and ocean views. This interesting venue decorated with the Don Quixote theme is a perfect stop to enjoy the view accompanied by a drink at sunset.,medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/moinho-de-don-quixote.jpg
Sintra,OTA,Moinho de Vento,Moinho de Vento,Yeme-İçme,Almoçageme,"Eski bir yel değirmeninin restore edilmesiyle restorana dönüştürülen bu mekan, hem tarihi dokusu hem de panoramik manzarasıyla büyülüyor. Geleneksel Portekiz yemeklerini, rustik ve romantik bir ortamda deneyimlemek isteyenler için eşsiz bir seçenek.","Converted into a restaurant by restoring an old windmill, this venue enchants with both its historical texture and panoramic view. A unique option for those wanting to experience traditional Portuguese dishes in a rustic and romantic setting.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/moinho-de-vento.jpg
Sintra,OTA,Moinho do Penedo,Moinho do Penedo,Tarihi,Penedo,"Penedo köyünün tepesinde, körfeze ve okyanusa bakan restore edilmiş geleneksel bir yel değirmeni. Sintra bölgesinin rüzgar enerjisindin nasıl yararlandığını gösteren bu tarihi yapı, günbatımında muhteşem fotoğraf kareleri sunan popüler bir manzara noktası.","A restored traditional windmill on top of Penedo village, overlooking the bay and ocean. This historic structure showing how the Sintra region benefited from wind energy is a popular viewpoint offering magnificent photo shots at sunset.",private,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/moinho-do-penedo.jpg
Sintra,OTA,Monserrate Sarayı,Monserrate Palace,Park,,"Egzotik bahçeler içinde Arap mimarisi esintili saray. Doğada huzurlu anlar yaşamak isteyenler için mükemmel bir kaçamak. Şehrin gürültüsünden uzaklaşmak, nefes almak ve harika fotoğraflar çekmek için idealdir.","Egzotik bahçeler içinde Arap mimarisi esintili saray. A perfect getaway for those who want to experience peaceful moments in nature. Ideal for getting away from the city noise, taking a breath, and capturing great photos.",medium,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/monserrate_palace.jpg
Sintra,OTA,Moorish Kalesi,Moorish Castle,Tarihi,,"Tüm bölgeyi gören eski Mağribi kalesi surları. Tarih meraklıları için eşsiz bir hazine olan bu mekan, geçmişe ışık tutan detaylarıyla ziyaretçilerini büyülüyor. Kültürel bir yolculuğa çıkmak isteyenler için ideal bir durak.","Ancient Moorish castle walls overlooking the entire area. This place, which is a unique treasure for history enthusiasts, fascinates its visitors with its details that shed light on the past. It is an ideal stop for those who want to go on a cultural journey.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/moorish_castle.jpg
Sintra,OTA,Museu Anjos Teixeira,Museu Anjos Teixeira,Müze,Sintra Center,Portekizli heykeltıraşlar Artur ve Pedro Anjos Teixeira'nın eserlerinin sergilendiği sanat müzesi.,Art museum exhibiting the works of Portuguese sculptors Artur and Pedro Anjos Teixeira.,medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/museu-anjos-teixeira.jpg
Sintra,OTA,Museu Arqueológico de São Miguel de Odrinhas,Sítio Arqueológico de São Miguel de Odrinhas,Müze,Odrinhas,"Müzenin dışında, açık havada sergilenen Roma dönemine ait arkeolojik kalıntılar alanı. Lahitler, sütunlar ve taş yazıtların bulunduğu bu mekan, antik Roma'nın bu bölgedeki varlığına ışık tutan canlı bir tarih dersi sunuyor.","An area of archaeological remains from the Roman period exhibited outdoors outside the museum. This venue with sarcophagi, columns, and stone inscriptions offers a living history lesson shedding light on ancient Rome's presence in this region.",medium,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/museu-arqueologico-de-sao-miguel-de-odrinhas.jpg
Sintra,OTA,Museu de História Natural de Sintra,Museu de História Natural de Sintra,Müze,Sintra Center,Sintra bölgesinin jeolojik tarihini ve dinozor fosillerini sergileyen kapsamlı müze.,Comprehensive museum exhibiting the geological history and dinosaur fossils of the Sintra region.,low,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/museu-de-historia-natural-de-sintra.jpg
Sintra,OTA,Museu do Ar,Museu do Ar,Müze,Granja do Marquês,Portekiz Hava Kuvvetleri tarihini ve yüzlerce uçağı barındıran büyük havacılık müzesi.,Large aviation museum housing the history of the Portuguese Air Force and hundreds of aircraft.,medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/museu-do-ar.jpg
Sintra,OTA,Nau Palatina,Nau Palatina,Yeme-İçme,,Ortaçağ temalı yemek deneyimi. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.,Medieval themed dining experience. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.,medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/nau_palatina.jpg
Sintra,OTA,News Müzesi,News Museum,Müze,Sintra Center,"Sintra'da medya, gazetecilik ve iletişim tarihine adanmış modern ve interaktif bir müze. Matbaanın icadından dijital çağa uzanan sergileri, uygulamalı etkinlikleri ve tarihi basın arşivleriyle, her yaştan ziyaretçiye eğlenceli ve öğretici bir deneyim sunuyor.","A modern and interactive museum in Sintra dedicated to the history of media, journalism, and communication. With exhibitions spanning from the invention of printing to the digital age, hands-on activities, and historic press archives, it offers a fun and educational experience for visitors of all ages.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/news-museum.jpg
Sintra,OTA,Nortada,Nortada,Yeme-İçme,Praia Grande,"Praia Grande'nin altın kumsallarına nazır, okyanus esintisiyle taze balık ve deniz ürünlerinin tadını çıkarabileceğiniz geniş ve ferah bir restoran. Gün batımında terasında oturup, dalgaların sesi eşliğinde lezzetli bir akşam yemeği yemek paha biçilemez.",A spacious restaurant overlooking the golden sands of Praia Grande where you can enjoy fresh fish and seafood with the ocean breeze. It is priceless to sit on its terrace at sunset and have a delicious dinner accompanied by the sound of the waves.,medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/nortada.jpg
Sintra,OTA,Odrinhas,Odrinhas,Yeme-İçme,Odrinhas,"Sintra'nın kuzeyinde, Roma harabeleri ve arkeoloji müzesinin yanı başında yer alan bu aile işletmesi, taş fırında pişen geleneksel lezzetleriyle ünlüdür. Kuzu tandır ve ev yapımı ekmekleri, tarih kokan bu bölgeyi ziyaret edenler için lezzetli bir ödül.","Located in the north of Sintra, right next to Roman ruins and the archeology museum, this family business is famous for its traditional flavors cooked in a stone oven. Lamb tandoori and homemade breads are a delicious reward for those visiting this history-filled region.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/odrinhas.jpg
Sintra,OTA,Old Town Steps,Old Town Steps,Manzara,Sintra Center,"Sintra'nın kalbinde, ana meydandan yukarı mahallelere kıvrılarak yükselen, çiçeklerle süslü pitoresk merdivenli sokaklar. Her köşede fotoğraf çekmeye değer manzaralar sunan bu taş basamaklar, şehrin romantik karakterinin en çok hissedildiği yerlerden biri.","Picturesque stepped streets rising winding from the main square to upper neighborhoods in the heart of Sintra, decorated with flowers. These stone steps offering views worth photographing at every corner are one of the places where the romantic character of the city is felt most.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/old-town-steps.jpg
Sintra,OTA,Palácio dos Condes de Castro Guimarães,Palácio dos Condes de Castro Guimarães,Müze,Cascais,"Deniz kenarındaki Marechal Carmona Parkı içinde, masalsı kulesi ve gotik pencereleriyle dikkat çeken romantik dönem müze-sarayı. İç mekanında 18-19. yüzyıl mobilyaları, seramikleri ve değerli kitaplardan oluşan zengin bir koleksiyon barındırıyor.","A romantic period museum-palace in Marechal Carmona Park by the sea, notable for its fairytale tower and Gothic windows. Inside, it houses a rich collection of 18th-19th century furniture, ceramics, and valuable books.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/palacio-dos-condes-de-castro-guimaraes.jpg
Sintra,OTA,Parque Marechal Carmona,Parque Marechal Carmona,Park,Cascais,"Cascais'in kalbinde, tavus kuşlarının özgürce dolaştığı, asırlık ağaçların gölgelendirdiği büyüleyici bir şehir parkı. Küçük bir göl, çocuk oyun alanları, kafe ve Condes de Castro Guimarães Müzesi'ne ev sahipliği yapan bu yeşil vaha, dinlenmek için mükemmel.","A charming city park in the heart of Cascais where peacocks roam freely, shaded by centuries-old trees. This green oasis hosting a small lake, children's playgrounds, cafes, and the Condes de Castro Guimarães Museum is perfect for relaxation.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/parque-marechal-carmona.jpg
Sintra,OTA,Parque Urbano de Rana,Parque Urbano de Rana,Park,Parede,"Lizbon-Sintra tren hattının yanında, yerel halkın yürüyüş, koşu ve bisiklet için tercih ettiği geniş şehir parkı. Çocuk oyun alanları, spor sahaları, piknik alanları ve gölgeli patikalarıyla, hafta sonu ailece vakit geçirmek için mükemmel bir yeşil alan.","A large urban park next to the Lisbon-Sintra train line preferred by locals for walking, running, and cycling. A perfect green area for spending time with family on weekends with children's playgrounds, sports fields, picnic areas, and shaded trails.",free,4.2,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/parque-urbano-de-rana.jpg
Sintra,OTA,Parque da Liberdade,Parque da Liberdade,Park,Sintra Center,"Şehir merkezinde, egzotik bitkilerle dolu, yerel halkın dinlenme noktası olan huzurlu park.","Peaceful park in the city center filled with exotic plants, a resting spot for locals.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/parque-da-liberdade.jpg
Sintra,OTA,Parque das Merendas,Parque das Merendas,Park,Sintra Center,"Moorish Castle ve Pena Sarayı'na giden yol üzerinde, devasa ağaçların gölgesinde piknik yapmak için ideal bir dinlenme noktası. Masa ve banklarıyla donatılmış bu yeşil alan, zorlu kale tırmanışından önce veya sonra enerji toplamak için mükemmel bir ara mola yeri.","An ideal rest point for picnicking in the shade of giant trees on the way to Moorish Castle and Pena Palace. Equipped with tables and benches, this green area is a perfect stopover to gather energy before or after the challenging castle climb.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/parque-das-merendas.jpg
Sintra,OTA,Pedra Amarela Field Camp,Pedra Amarela Field Camp,Deneyim,Serra de Sintra,"Sintra dağlarının yükseklerinde, ormanla çevrili geniş açık alanda kurulu bir izci ve doğa aktivite kampı. Yürüyüşçüler, kampçılar ve macera grupları için piknik alanları, yürüyüş parkurları başlangıç noktaları ve panaoramik manzaralar sunan popüler bir buluşma noktası.","A scout and nature activity camp set up in a wide open area surrounded by forest high in Sintra mountains. A popular meeting point offering picnic areas, hiking trail starting points, and panoramic views for hikers, campers, and adventure groups.",low,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/pedra-amarela-field-camp.jpg
Sintra,OTA,Pedra da Agulha,Pedra da Agulha,Park,Azenhas do Mar,"Kıyıdan birkaç metre açıkta denizden yükselen, iğne şeklindeki sivri ve dramatik bir kaya. Dalga erozyonunun yüzyıllarca süren etkisiyle oluşan bu doğal anıt, özellikle gün doğumunda ve batımında etkileyici siluetler oluşturuyor.",A sharp and dramatic needle-shaped rock rising from the sea a few meters off the shore. This natural monument formed by centuries of wave erosion creates impressive silhouettes especially at sunrise and sunset.,free,4.3,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/pedra-da-agulha.jpg
Sintra,OTA,Pelourinho de Sintra,Pelourinho de Sintra,Tarihi,Sintra Center,"Kraliyet Sarayı'nın hemen önündeki meydanda, şehrin tarihine tanıklık eden gotik tarzda bir adalet sütunu (pelourinho). Orta Çağ'da kamu ilanlarının okunduğu ve mahkumların teşhir edildiği bu sütun, bugün Portekiz'in tarihi mirasının önemli bir parçası olarak korunuyor.","A Gothic-style justice pillar (pelourinho) in the square right in front of the Royal Palace, witnessing the city's history. This pillar, where public announcements were read and prisoners were displayed in the Middle Ages, is preserved today as an important part of Portugal's historical heritage.",free,4.2,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/pelourinho-de-sintra.jpg
Sintra,OTA,Pena Sarayı,Pena Palace,Tarihi,,"Tepenin zirvesinde yükselen sarı ve kırmızı kuleleriyle Pena Sarayı, Romantizm mimarisinin dünyadaki en çarpıcı örneğidir. Masalsı görünümü ve egzotik bahçeleri, ziyaretçileri kralların hayal dünyasına davet eder.","Rising atop the hill with its yellow and red towers, Pena Palace is the world's most striking example of Romanticist architecture. Its fairytale appearance and exotic gardens invite visitors into the dream world of kings.",medium,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/pena_palace.jpg
Sintra,OTA,Pena Bahçeleri,Pena Park,Doğa,,"Pena Sarayı'nı saran, egzotik bitkiler ve gizemli yollarla dolu devasa romantik park.","A massive romantic park surrounding Pena Palace, filled with exotic plants and mysterious paths.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/pena_park.jpg
Sintra,OTA,Penedo,Penedo,Deneyim,Colares,"Sintra dağlarının yamaçlarına tünemiş, labirent gibi dar sokakları ve badanalı beyaz evleriyle büyüleyen otantik bir köy. Köyün tepesinden Atlantik Okyanusu'na uzanan muhteşem manzarası ve devasa granit kayalarının gölgesinde geçirilen huzurlu anlar, unutulmaz bir deneyim sunuyor.","An authentic village perched on the slopes of Sintra mountains, enchanting with its labyrinthine narrow streets and whitewashed houses. The magnificent view extending to the Atlantic Ocean from the top of the village and peaceful moments spent in the shadow of giant granite rocks offer an unforgettable experience.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/penedo.jpg
Sintra,OTA,Peninha Sanctuary,Peninha Sanctuary,Manzara,,"Denize bakan uzak tepe şapeli. Şehrin en etkileyici manzaralarından birini sunan bu nokta, fotoğraf tutkunları için adeta bir cennet. Özellikle gün batımında büründüğü renkler, ziyaretçilere görsel bir şölen yaşatıyor.","Remote hilltop chapel overlooking the sea. Offering one of the most impressive views of the city, this spot is a paradise for photography enthusiasts. The colors it takes on, especially at sunset, provide a visual feast for visitors.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/peninha_sanctuary.jpg
Sintra,OTA,Pinhal da Nazaré,Pinhal da Nazaré,Park,Sintra Coast,"Kıyı boyunca uzanan kumulları tutmak ve toprak erozyonunu önlemek amacıyla dikilen geniş sahil çam ormanı. Bisiklet yolları, yürüyüş parkurları ve gölgeli piknik alanlarıyla, sıcak yaz günlerinde serinlik arayan aileler için ideal bir kaçış noktası.","A wide coastal pine forest planted to hold dunes along the coast and prevent soil erosion. An ideal escape point for families seeking coolness on hot summer days with bicycle paths, walking trails, and shaded picnic areas.",free,4.3,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/pinhal-da-nazare.jpg
Sintra,OTA,Piriquita II,Piriquita II,Kafe,Sintra Center,"Sintra'nın meşhur 'Travesseiros' tatlısını denemek isteyenler için, orijinal şubenin kalabalığından kaçış noktası. Aynı kalite ve lezzeti, daha sakin bir ortamda ve genellikle daha az sıra bekleyerek deneyimleyebileceğiniz kurtarıcı bir adres.",An escape point from the crowds of the original branch for those wanting to try Sintra's famous 'Travesseiros' dessert. A savior address where you can experience the same quality and taste in a quieter environment and usually with less waiting time.,medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/piriquita-ii.jpg
Sintra,OTA,Praia Grande,Praia Grande,Park,,"Sörf severler için büyük okyanus plajı. Doğayla iç içe, huzur dolu anlar yaşamak isteyenler için mükemmel bir kaçış noktası. Şehrin gürültüsünden uzaklaşıp nefes almak ve harika fotoğraflar çekmek için birebir.","Large ocean beach for surf lovers. A perfect getaway for those who want to experience peaceful moments in nature. Ideal for getting away from the city noise, taking a breath, and capturing great photos.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia_grande.jpg
Sintra,OTA,Praia Pequena do Rodízio,Praia Pequena do Rodízio,Park,Colares,"Praia Grande'nin hemen yanında, daha küçük ve genellikle daha sakin olan bu şirin plaj, kalabalıktan kaçmak isteyenler için ideal bir alternatif. Aileler ve sakin bir yüzme deneyimi arayanlar için, ana plajın gölgesinde kalmış gizli bir cennet.","This cute beach right next to Praia Grande, smaller and usually calmer, is an ideal alternative for those wanting to escape crowds. A hidden paradise in the shadow of the main beach for families and those seeking a quiet swimming experience.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-pequena-do-rodizio.jpg
Sintra,OTA,Praia da Adraga,Praia da Adraga,Park,Almoçageme,"Yüksek kayalıkların arasında saklı, vahşi güzelliğiyle nefes kesen bir plaj. Altın renkli kumları, dramatik kaya oluşumları ve güçlü dalgalarıyla film setlerine bile ev sahipliği yapmış bu cennet, kalabalıktan uzakta doğanın ham güzelliğini arayanlar için mükemmel bir destinasyon.","A beach hidden among high cliffs, breathtaking with its wild beauty. With its golden sands, dramatic rock formations, and powerful waves, this paradise that has even hosted film sets is a perfect destination for those seeking the raw beauty of nature away from crowds.",free,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-da-adraga.jpg
Sintra,OTA,Praia da Aguda,Praia da Aguda,Park,Azenhas do Mar,"Dik ve nefes kesici merdivenleri inen cesur gezginleri ödüllendiren, neredeyse el değmemiş bir plaj. Turistik kalabalıklardan uzak bu vahşi kumsal, yalnızca doğa seslerini dinlemek ve okyanusun hırçın güzelliğiyle baş başa kalmak isteyenler için gizli bir hazine.",An almost untouched beach rewarding brave travelers who descend its steep and breathtaking stairs. This wild beach away from tourist crowds is a hidden treasure for those wanting only to listen to nature sounds and be alone with the wild beauty of the ocean.,free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-da-aguda.jpg
Sintra,OTA,Praia da Duquesa,Praia da Duquesa,Park,Cascais,"Cascais merkezinde, palmiye ağaçları ve tarihi Castro Guimarães sarayı manzarasıyla çerçevelenmiş şık sahil plajı. Şehrin kalabalık ana plajlarından biraz daha sakin olan bu kumsal, merkezi konumu ve zarif atmosferiyle plaj keyfi için ideal.","A stylish beach in Cascais center framed by palm trees and views of the historic Castro Guimarães palace. Slightly calmer than the city's crowded main beaches, this beach is ideal for a day of beach fun with its central location and elegant atmosphere.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-da-duquesa.jpg
Sintra,OTA,Praia da Grota,Praia da Grota,Park,Azenhas do Mar,"Sadece alçak gel-git zamanlarında güvenle ulaşılabilen, gizli bir mağaranın içine açılan küçük ve maceraperest bir plaj. Deniz seviyesinin yükseldiği saatlerde su altında kalabilen bu gizemli koy, zamanlama ve dikkat gerektiren özel bir keşif.","A small and adventurous beach opening into a hidden cave, accessible safely only at low tide. This mysterious cove that can become submerged when sea levels rise is a special discovery requiring timing and attention.",free,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-da-grota.jpg
Sintra,OTA,Praia da Rainha,Praia da Rainha,Park,Cascais,"Bir zamanlar Kraliçe Amélia'nın özel plajı olan, yüksek kayalıkların arasında saklı küçük ve büyüleyici bir kum cenneti. Cascais merkezine sadece birkaç adım uzaklıkta olmasına rağmen, gizli konumuyla sanki başka bir dünyada gibi hissettirir.","A small and charming sand paradise hidden among high cliffs, once Queen Amélia's private beach. Despite being only a few steps from Cascais center, its hidden location makes you feel like you're in another world.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-da-rainha.jpg
Sintra,OTA,Praia da Ursa,Praia da Ursa,Park,Cabo da Roca,"Avrupa'nın en güzel vahşi plajlarından biri olarak kabul edilen, devasa kayalık oluşumlarıyla çevrili nefes kesici bir kumsal. Dik ve zorlu bir patikadan inerek ulaşılan bu cennet, Ayı kayası (Ursa rock) ve Tüy kayası (Escada de Penedo) ile doğanın muhteşem bir heykeli gibi.","A breathtaking beach surrounded by giant rock formations, considered one of the most beautiful wild beaches in Europe. This paradise reached by descending a steep and challenging path is like a magnificent sculpture of nature with Bear rock (Ursa rock) and Escada de Penedo.",free,4.9,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-da-ursa.jpg
Sintra,OTA,Praia da Viúva,Praia da Viúva,Park,Azenhas do Mar,"Azenhas do Mar'a komşu, neredeyse hiç bilinmeyen ve ulaşımı biraz macera gerektiren minik bir koy. Az ziyaretçi çektiği için neredeyse özel plaj hissi veren bu yer, keşfedilmemiş köşeler arayanlar için gizli bir mücevher.","A tiny cove neighboring Azenhas do Mar, almost unknown and requiring a bit of adventure to reach. This place, which feels almost like a private beach due to few visitors, is a hidden gem for those seeking undiscovered corners.",free,4.3,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-da-viuva.jpg
Sintra,OTA,Praia das Azenhas do Mar,Praia das Azenhas do Mar,Park,Azenhas do Mar,"Ünlü beyaz yamaç köyünün hemen altında, kayalıkların arasında gizlenmiş küçük ve samimi bir kumsal. Köyün Instagram'da ünlü manzarasını tamamlayan bu plaj, kayık barınağı atmosferi ve doğal havuzlarıyla dinlendirici bir mola sunuyor.","A small and intimate beach hidden among the rocks just below the famous white hillside village. Complementing the village's Instagram-famous view, this beach offers a relaxing break with its boathouse atmosphere and natural pools.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-das-azenhas-do-mar.jpg
Sintra,OTA,Praia das Maçãs,Praia das Maçãs,Park,,"Nostaljik tramvayla ulaşılan aile plajı. Doğayla iç içe, huzur dolu anlar yaşamak isteyenler için mükemmel bir kaçış noktası. Şehrin gürültüsünden uzaklaşıp nefes almak ve harika fotoğraflar çekmek için birebir.","Family beach reachable by nostalgic tram. A perfect getaway for those who want to experience peaceful moments in nature. Ideal for getting away from the city noise, taking a breath, and capturing great photos.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia_das_macs.jpg
Sintra,OTA,Praia de Samarra,Praia de Samarra,Park,Assafora,"Dik falezlerin arasına sıkışmış, dar ve az bilinen bu plaj, macera dolu bir iniş yoluyla ulaşılabiliyor. El değmemiş doğası, turkuaz suları ve kalabalıktan uzak konumuyla, keşfedilmeyi bekleyen bir sır gibi duruyor.","This narrow and little-known beach squeezed between steep cliffs is accessible via an adventurous descent path. With its untouched nature, turquoise waters, and location away from crowds, it stands like a secret waiting to be discovered.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-de-samarra.jpg
Sintra,OTA,Praia de São Julião,Praia de São Julião,Park,Assafora,"Sintra ve Ericeira sınırında uzanan, altın renkli geniş kumsalıyla hem yerel balıkçıların hem de sörfçülerin buluştuğu popüler bir plaj. Açık denize bakan konumu, güçlü dalgaları ve otantik atmosferiyle Portekiz kıyı kültürünü yansıtıyor.","A popular beach extending on the border of Sintra and Ericeira, with its golden wide sand where both local fishermen and surfers meet. Its position facing the open sea, strong waves, and authentic atmosphere reflect Portuguese coastal culture.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-de-sao-juliao.jpg
Sintra,OTA,Praia do Abano,Praia do Abano,Park,Guincho,"Guincho plajının kuzeyinde, dik patikalarla inilen, güçlü rüzgarları ve vahşi dalgalarıyla tanınan gözlerden uzak bir kumsal. Sörfçüler ve macera arayanlar için çekici, ancak yüzme için dikkatli olunması gereken bir doğa harikası.","A secluded beach north of Guincho beach, accessed by steep paths, known for its strong winds and wild waves. Attractive for surfers and adventure seekers, but a natural wonder where caution is needed for swimming.",free,4.3,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-do-abano.jpg
Sintra,OTA,Praia do Magoito,Magoito Beach,Plaj,Magoito,"Portekiz'e özgü sertleşmiş fosil kumullarıyla (duna consolidada) ünlü, yüksek iyot oranıyla sağlık turizmine de hitap eden geniş kumsal. Altın renkli kumsalı, güçlü dalgaları ve doğal havuzlarıyla hem yüzücüleri hem de sörf tutkunlarını cezbediyor.","A wide beach famous for Portugal's unique consolidated fossil dunes (duna consolidada), also catering to health tourism with its high iodine content. Its golden sand, strong waves, and natural pools attract both swimmers and surf enthusiasts.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-do-magoito.jpg
Sintra,OTA,Praia do Sul,Praia do Sul,Park,Ericeira,"Ericeira'nın en popüler plajlarından biri olan Praia do Sul, mükemmel sörf koşulları ve canlı plaj atmosferiyle hem sporcuları hem de güneşlenenleri kendine çekiyor. Sahil kenarındaki kafe ve restoranlarla desteklenen keyifli bir gün geçirmek için ideal.","One of Ericeira's most popular beaches, Praia do Sul attracts both athletes and sunbathers with its excellent surfing conditions and lively beach atmosphere. Ideal for a pleasant day supported by cafes and restaurants along the shore.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-do-sul.jpg
Sintra,OTA,Praia dos Pescadores,Praia dos Pescadores,Park,Ericeira,"Ericeira'nın balıkçı geleneğini yaşatan, renkli balıkçı teknelerinin kıyıya çekildiği otantik merkezi plaj. Dalgakıranla korunan sakin suları, çocuklu aileler için güvenli yüzme olanağı sunarken, sahil kenarındaki restoranlarda taze deniz ürünlerinin tadına varabilirsiniz.","An authentic central beach in Ericeira keeping the fishing tradition alive, where colorful fishing boats are pulled ashore. Its calm waters protected by the breakwater offer safe swimming for families with children, while you can taste fresh seafood in beachfront restaurants.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/sintra/praia-dos-pescadores.jpg
