Language,City,Route Name,Stop Count,Places
Turkish,Brussels,Grand Place & İkonlar,6,"Grand Place, Manneken Pis, Royal Gallery of Saint Hubert, Atomium (View), Maison Dandoy (Waffles), Delirium Café"
English,Brussels,Grand Place & Icons,6,"Grand Place, Manneken Pis, Royal Gallery of Saint Hubert, Atomium (View), Maison Dandoy (Waffles), Delirium Café"
Turkish,Colmar,Küçük Venedik,5,"Little Venice (La Petite Venise), Pfister House, Saint Martin's Church, Covered Market (Marché Couvert), Maison des Têtes"
English,Colmar,Little Venice,5,"Little Venice (La Petite Venise), Pfister House, Saint Martin's Church, Covered Market (Marché Couvert), Maison des Têtes"
Turkish,Edinburgh,Kraliyet Yolu & Kale,6,"Edinburgh Castle, The Royal Mile, St Giles' Cathedral, Victoria Street, Camera Obscura, Mary King's Close"
English,Edinburgh,Royal Mile & Castle,6,"Edinburgh Castle, The Royal Mile, St Giles' Cathedral, Victoria Street, Camera Obscura, Mary King's Close"
Turkish,Edinburgh,Arthur's Seat Yürüyüşü,5,"Arthur's Seat, Salisbury Crags, Holyrood Park, Duddingston Village, Sheep Heid Inn (Pub)"
English,Edinburgh,Arthur's Seat Hike,5,"Arthur's Seat, Salisbury Crags, Holyrood Park, Duddingston Village, Sheep Heid Inn (Pub)"
Turkish,Giethoorn,Kuzeyin Venediği,4,"Giethoorn Canals, Museum Giethoorn 't Olde Maat Uus, Binnenpad (Walking Path), Smit's Paviljoen (Lunch)"
English,Giethoorn,Venice of the North,4,"Giethoorn Canals, Museum Giethoorn 't Olde Maat Uus, Binnenpad (Walking Path), Smit's Paviljoen (Lunch)"
Turkish,Hallstatt,Alp Masalı,6,"Hallstatt Skywalk (Welterbeblick), Salt Mine (Salzwelten), Market Square, Lake Hallstatt, Bone House (Beinhaus), Seehotel Grüner Baum"
English,Hallstatt,Alpine Fairytale,6,"Hallstatt Skywalk (Welterbeblick), Salt Mine (Salzwelten), Market Square, Lake Hallstatt, Bone House (Beinhaus), Seehotel Grüner Baum"
